 folder, n_r, n_theta, aspect_ratio, shell_depth, chebyshev, rotation, magnetism, viscous_heating, ohmic_heating, Ekman_Number, Prandtl_Number, Magnetic_Prandtl_Number, Rayleigh_Number, Modified_Rayleigh_Number, no_slip_boundaries, fix_tvar_bottom, T_bottom, fix_dtdr_bottom, dTdr_bottom, fix_tvar_top, T_top, fix_dtdr_top, dTdr_top, hyperdiffusion, hyperdiffusion_alpha, hyperdiffusion_beta, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E1n6/runR3,768,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1E-06,1E+00,-1E+00,-1E+00,5E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,3E+02,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E1n6/runR4,768,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1E-06,1E+00,-1E+00,-1E+00,5E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,3E+02,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n4/run1,256,576,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-04,1E+00,-1E+00,-1E+00,5E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,1E+01,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n4/run2,256,576,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-04,1E+00,-1E+00,-1E+00,1E+00, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,3E+01,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n4/run3,256,576,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-04,1E+00,-1E+00,-1E+00,1.5E+00, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,3E+01,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n5/run1,384,768,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-05,1E+00,-1E+00,-1E+00,1E+00, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,3E+01,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n5/run2,384,768,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-05,1E+00,-1E+00,-1E+00,1.25E+00, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,6E+01,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n5/run3,384,768,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-05,1E+00,-1E+00,-1E+00,1.25E+00, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,6E+01,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n5/run4,384,768,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-05,1E+00,-1E+00,-1E+00,1.3E+00, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,6E+01,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n5/run5,384,768,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,2.5E-05,1E+00,-1E+00,-1E+00,1.25E+00, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,6E+01,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n5/run6,384,768,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-05,1E+00,-1E+00,-1E+00,5E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,6E+01,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n5/run7,384,768,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-05,1E+00,-1E+00,-1E+00,1.3E+00, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,6E+01,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run01,512,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,9E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,1.8E+02,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run02,512,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,6E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,1.8E+02,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run03,512,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,7.5E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,1.8E+02,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run04,512,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,7.5E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,3E+02,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run05,512,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,6.5E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,3E+02,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run1,512,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,6E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,3E+02,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run2,512,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,6E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,3E+02,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run3,512,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,6E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,3E+02,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run4,512,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,6E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,3E+02,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run5,512,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,6E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,3E+02,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run6,512,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,6E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,3E+02,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/runM7,512,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,6E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,3E+02,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/runM8,512,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,6E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2.5E+02, .true.,2.8E+02,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type4/E1n4/run1,128,768,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1E-04,1E+00,-1E+00,-1E+00,1E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1.75E+02, .true.,3E+01,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type4/E1n4/run2,128,768,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1E-04,1E+00,-1E+00,-1E+00,1E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,8E+02, .true.,3E+01,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type4/E1n5/run1a,256,1152,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1.5E-05,1E+00,-1E+00,-1E+00,1E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,8E+02, .true.,7.5E+01,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type4/E1n5/run1b,256,1152,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1E-05,1E+00,-1E+00,-1E+00,1E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,8E+02, .true.,1E+02,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type4/E1n5/run2,256,1152,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1E-05,1E+00,-1E+00,-1E+00,1E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,8E+02, .true.,1E+02,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type4/E3n4/run1,128,768,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-04,1E+00,-1E+00,-1E+00,1E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1.75E+02, .true.,1E+01,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type4/E3n4/run1a,128,768,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1E-03,1E+00,-1E+00,-1E+00,1E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1.75E+02, .true.,3E+00,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type4/E3n5/run1a,256,1152,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-05,1E+00,-1E+00,-1E+00,1E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,8E+02, .true.,6E+01,3E+00, 
mheimpel/Jup95/fsb/poly_n2/heating_type4/E3n5/run1b,256,1152,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-05,1E+00,-1E+00,-1E+00,1E-01, .false., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,8E+02, .true.,4.5E+01,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E1n5/10xRa/run1,768,1152,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1E-05,1E+00,-1E+00,-1E+00,1E+01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1E+02, .true.,1.2E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E1n5/10xRa/run1_Chktype1,768,1152,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1E-05,1E+00,-1E+00,-1E+00,1E+01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1E+02, .true.,1.2E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E1n5/10xRa/run2,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1E-05,1E+00,-1E+00,-1E+00,1E+01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1E+02, .true.,1.8E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E1n5/10xRa/runM1,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1E-05,1E+00,-1E+00,-1E+00,1E+01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1E+02, .true.,1.8E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E1n6/4xRa/run1,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1.6E-06,1E+00,-1E+00,-1E+00,2E+00, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,5E+02, .true.,2.4E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E1n6/4xRa/run2,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1.25E-06,1E+00,-1E+00,-1E+00,2E+00, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,5E+02, .true.,2.4E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E1n6/4xRa/runM1,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1.6E-06,1E+00,-1E+00,-1E+00,2E+00, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,5E+02, .true.,2.4E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E1n6/4xRa/runM2,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1.6E-06,1E+00,-1E+00,-1E+00,2E+00, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,5E+02, .true.,2.4E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E1n6/4xRa/runM3,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1.6E-06,1E+00,-1E+00,-1E+00,2E+00, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,5E+02, .true.,2.4E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E1n6/crashed/runM1,1024,2304,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1E-06,1E+00,-1E+00,-1E+00,5E-01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2E+03, .true.,2.1E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E1n6/crashed/runM2,1024,2304,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1E-06,1E+00,-1E+00,-1E+00,5E-01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2E+03, .true.,2.4E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E1n6/crashed/runM3a,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,1E-06,1E+00,-1E+00,-1E+00,6.25E-01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1.6E+03, .true.,2.4E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E3n6/10xRa/run1,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,1E+01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1E+02, .true.,2.4E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E3n6/10xRa/runM1,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,1E+01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1E+02, .true.,2.4E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E3n6/10xRa/runM10,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,1E+01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1E+02, .true.,1.8E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E3n6/10xRa/runM2,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,1E+01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1E+02, .true.,2.4E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E3n6/10xRa/runM3,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,1E+01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1E+02, .true.,2.4E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E3n6/10xRa/runM4,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,1E+01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1E+02, .true.,2.1E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E3n6/10xRa/runM5,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,1E+01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1E+02, .true.,1.8E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E3n6/10xRa/runM6,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,1E+01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1E+02, .true.,1.8E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E3n6/10xRa/runM7,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,1E+01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1E+02, .true.,1.8E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E3n6/10xRa/runM8,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,1E+01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1E+02, .true.,1.8E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E3n6/10xRa/runM9,1024,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,1E+00,-1E+00,-1E+00,1E+01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,1E+02, .true.,1.8E+02,3E+00, 
mheimpel/Jup95/nsb/poly_n1/E3n6/Prp3/run1,512,1536,9.5E-01,1E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,3E-06,3E-01,-1E+00,-1E+00,5E-01, .DEFAULT., .DEFAULT.,-1.000000015047E+30, .true.,-1E+00, .DEFAULT.,-1.000000015047E+30, .true.,2E+03, .true.,1.2E+02,3E+00, 